Timestamp,roll,pitch, yaw, eyes_up
07-06-2015-04:14:35:092,-17.1718101501465,-6.6672625541687,-0.959841251373291,0
07-06-2015-04:14:35:303,0,0,0,0
07-06-2015-04:14:36:284,0,0,0,0
07-06-2015-04:14:36:416,0,0,0,0
07-06-2015-04:14:36:543,0,0,0,0
07-06-2015-04:14:36:676,-10.7574281692505,-6.31971120834351,-6.32161045074463,0
07-06-2015-04:14:36:844,-8.47167873382568,-10.1662149429321,-3.92463374137878,0
07-06-2015-04:14:37:016,-7.62745237350464,-7.35333919525146,-3.70955848693848,0
07-06-2015-04:14:37:184,-6.52208566665649,-9.197340965271,-5.02745676040649,0
07-06-2015-04:14:37:356,-7.83088636398315,-7.54775953292847,-6.28792524337769,0
07-06-2015-04:14:37:488,-9.97107219696045,-4.90489435195923,-1.51094746589661,0
07-06-2015-04:14:37:656,-9.84889793395996,-2.42121005058289,1.11066424846649,0
07-06-2015-04:14:37:828,-8.62132167816162,-3.92312669754028,3.30408024787903,100
07-06-2015-04:14:38:000,-4.53586721420288,-2.22658324241638,6.57367849349976,100
07-06-2015-04:14:38:167,-1.90668034553528,-2.302898645401,6.66613101959229,100
07-06-2015-04:14:38:340,0.241641536355019,-5.57037210464478,7.47792625427246,0
07-06-2015-04:14:38:472,-1.24724674224854,-7.84646558761597,15.1282835006714,0
07-06-2015-04:14:38:600,-1.8599511384964,-4.94997024536133,16.0470333099365,0
07-06-2015-04:14:38:772,0.279005765914917,-2.23609757423401,15.7680854797363,0
07-06-2015-04:14:38:900,-0.48097950220108,-4.16591835021973,16.3617000579834,0
07-06-2015-04:14:39:072,-1.36987161636353,-2.10259056091309,15.9142942428589,0
07-06-2015-04:14:39:244,-3.71262836456299,-3.18643498420715,17.3595428466797,0
07-06-2015-04:14:39:412,-4.88555240631104,-4.40315294265747,19.0603179931641,0
07-06-2015-04:14:39:584,-4.41077518463135,-4.39721298217773,18.2893047332764,0
07-06-2015-04:14:39:756,-5.63936758041382,-6.53905725479126,18.2005729675293,0
07-06-2015-04:14:39:924,-5.48734474182129,-6.07351207733154,18.9253520965576,0
07-06-2015-04:14:40:096,-5.73709440231323,-6.55808210372925,18.5939254760742,0
07-06-2015-04:14:40:268,-5.61860322952271,-5.66374111175537,17.0534839630127,0
07-06-2015-04:14:40:436,-6.40567541122437,-7.9760308265686,19.065502166748,0
07-06-2015-04:14:40:524,-5.75426578521729,-6.42877578735352,16.2742919921875,0
07-06-2015-04:14:40:695,-5.66849851608276,-5.73086261749268,15.9162044525146,0
07-06-2015-04:14:40:784,-5.51216840744019,-5.57428216934204,15.7798109054565,0
07-06-2015-04:14:40:955,-5.48716259002686,-5.38217115402222,16.8937320709229,0
07-06-2015-04:14:41:048,-5.29686403274536,-5.33504390716553,17.1463603973389,0
07-06-2015-04:14:41:216,-5.22705411911011,-5.18171834945679,16.9937057495117,0
07-06-2015-04:14:41:388,-5.28869867324829,-4.97793245315552,17.4111347198486,0
07-06-2015-04:14:41:560,-5.93793487548828,-6.22080373764038,17.6076068878174,0
07-06-2015-04:14:41:727,-5.89472675323486,-6.68225812911987,16.7245445251465,0
07-06-2015-04:14:41:860,-6.07608413696289,-5.96046304702759,16.3993167877197,0
07-06-2015-04:14:42:033,-6.17351722717285,-4.9258394241333,15.9257907867432,0
07-06-2015-04:14:42:200,-5.68737316131592,-3.73314023017883,14.6925163269043,0
07-06-2015-04:14:42:371,-6.39680337905884,-4.50789165496826,14.8965635299683,0
07-06-2015-04:14:42:543,-6.23436403274536,-2.82135438919067,16.762939453125,0
07-06-2015-04:14:42:712,-6.3120265007019,-3.89564275741577,16.6597309112549,0
07-06-2015-04:14:42:843,-6.49425363540649,-5.20113611221313,14.9683380126953,0
07-06-2015-04:14:43:012,-6.76791858673096,-4.80728483200073,16.1834144592285,0
07-06-2015-04:14:43:183,-6.93836402893066,-6.74038696289063,11.4516887664795,100
07-06-2015-04:14:43:356,-7.04198932647705,-6.76033496856689,12.0941114425659,100
07-06-2015-04:14:43:564,-6.81374645233154,-6.95800447463989,12.2821960449219,100
07-06-2015-04:14:43:736,-6.27615022659302,-4.86476898193359,15.5425491333008,100
07-06-2015-04:14:43:908,-7.04867601394653,-5.80946350097656,15.9337730407715,0
07-06-2015-04:14:44:076,-4.50568246841431,-0.0681408792734146,19.0091495513916,0
07-06-2015-04:14:44:287,-4.53436088562012,-1.29014527797699,19.9200210571289,0
07-06-2015-04:14:44:460,-4.63715076446533,-1.5246274471283,20.1128559112549,0
07-06-2015-04:14:44:588,-4.59765911102295,-1.65120363235474,19.9215850830078,0
07-06-2015-04:14:44:720,-4.83170747756958,-1.60000503063202,20.0887584686279,0
07-06-2015-04:14:44:852,-4.9045934677124,-1.35381853580475,20.0845317840576,0
07-06-2015-04:14:44:980,-4.84894895553589,-0.92618590593338,19.4694423675537,0
07-06-2015-04:14:45:112,-3.98583984375,-0.843990504741669,16.8081321716309,0
07-06-2015-04:14:45:320,3.57276558876038,0.511239349842072,0.4736707508564,0
